"city_depart","city_arrival","proportion"
11001,11001,0.140807346470251
11001,11002,0.445762387602831
11001,11004,0.0022957719533193
11001,11005,0.0315668643581404
11001,11007,0.00114788597665965
11001,11008,0.00248708628276258
11001,11009,0.000382628658886551
11001,11013,0.0311842356992539
11001,11016,0.000191314329443275
11001,11018,0.0120528027549263
11001,11021,0.00191314329443275
11001,11022,0.000573942988329826
11001,11023,0.000382628658886551
11001,11024,0.0275492634398316
11001,11025,0.0015305146355462
11001,11029,0.0223837765448632
11001,11030,0.00860914482494739
11001,11035,0.00172182896498948
11001,11037,0.0241056055098527
11001,11038,0.0137746317199158
11001,11039,0.000765257317773101
11001,11040,0.00267840061220585
11001,11044,0.000382628658886551
11001,11050,0.00440022957719533
11001,11052,0.00497417256552516
11001,11053,0.000573942988329826
11001,11054,0.000765257317773101
11001,11055,0.000191314329443275
11001,11056,0.00860914482494739
11001,11057,0.000956571647216377
11001,12002,0.000765257317773101
11001,12005,0.00114788597665965
11001,12007,0.00707863018940119
11001,12009,0.00325234360053568
11001,12014,0.00172182896498948
11001,12021,0.00440022957719533
11001,12025,0.022957719533193
11001,12026,0.000382628658886551
11001,12029,0.000382628658886551
11001,12030,0.0107136024488234
11001,12034,0.000573942988329826
11001,12035,0.00248708628276258
11001,12040,0.00650468720107136
11001,13001,0.000191314329443275
11001,13004,0.00133920030610293
11001,13008,0.000191314329443275
11001,13010,0.000573942988329826
11001,13011,0.00267840061220585
11001,13012,0.000573942988329826
11001,13013,0.000382628658886551
11001,13014,0.000765257317773101
11001,13017,0.000191314329443275
11001,13025,0.000382628658886551
11001,13029,0.000956571647216377
11001,13031,0.000191314329443275
11001,13035,0.000191314329443275
11001,13037,0.000382628658886551
11001,13040,0.00172182896498948
11001,13044,0.000191314329443275
11001,13049,0.000573942988329826
11001,21001,0.00382628658886551
11001,21002,0.00114788597665965
11001,21003,0.000191314329443275
11001,21004,0.0275492634398316
11001,21005,0.00172182896498948
11001,21006,0.00344365792997896
11001,21007,0.00267840061220585
11001,21009,0.00172182896498948
11001,21010,0.00133920030610293
11001,21012,0.00191314329443275
11001,21013,0.000382628658886551
11001,21014,0.000956571647216377
11001,21015,0.00401760091830878
11001,21016,0.000765257317773101
11001,21017,0.00172182896498948
