hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
70,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,16,13,NA,NA,NA,NA,NA,NA,NA,NA
58,55,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,7,4,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,50,24,22,NA,NA,NA,NA,NA,NA,NA,NA
69,64,43,41,34,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,69,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,54,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,59,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,27,21,18,NA,NA,NA,NA,NA,NA,NA
68,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,3,1,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,51,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,35,8,7,NA,NA,NA,NA,NA,NA,NA,NA
41,41,9,9,6,1,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,37,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,47,10,8,NA,NA,NA,NA,NA,NA,NA,NA
59,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,45,20,18,NA,NA,NA,NA,NA,NA,NA,NA
54,54,28,22,NA,NA,NA,NA,NA,NA,NA,NA
75,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,51,20,18,17,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,18,16,13,12,NA,NA,NA,NA,NA,NA
59,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,33,7,5,NA,NA,NA,NA,NA,NA,NA,NA
58,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,32,3,2,2,NA,NA,NA,NA,NA,NA,NA
44,39,10,7,2,NA,NA,NA,NA,NA,NA,NA
60,59,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,38,10,9,7,NA,NA,NA,NA,NA,NA,NA
47,42,16,11,7,7,5,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,44,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,13,6,NA,NA,NA,NA,NA,NA,NA,NA
34,30,6,5,0,NA,NA,NA,NA,NA,NA,NA
52,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,32,5,3,1,NA,NA,NA,NA,NA,NA,NA
52,47,31,25,NA,NA,NA,NA,NA,NA,NA,NA
47,44,19,10,NA,NA,NA,NA,NA,NA,NA,NA
59,57,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,60,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,36,11,8,NA,NA,NA,NA,NA,NA,NA,NA
45,44,8,5,2,NA,NA,NA,NA,NA,NA,NA
47,44,17,14,NA,NA,NA,NA,NA,NA,NA,NA
65,61,33,27,NA,NA,NA,NA,NA,NA,NA,NA
52,51,28,26,NA,NA,NA,NA,NA,NA,NA,NA
72,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,17,15,11,NA,NA,NA,NA,NA,NA,NA,NA
59,52,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,34,7,5,NA,NA,NA,NA,NA,NA,NA,NA
71,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,31,6,4,NA,NA,NA,NA,NA,NA,NA,NA
70,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,72,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,55,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,31,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,55,25,23,NA,NA,NA,NA,NA,NA,NA,NA
76,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,34,7,5,2,NA,NA,NA,NA,NA,NA,NA
56,55,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,12,10,5,NA,NA,NA,NA,NA,NA,NA
45,44,20,18,NA,NA,NA,NA,NA,NA,NA,NA
66,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,52,31,27,21,NA,NA,NA,NA,NA,NA,NA
43,42,17,15,NA,NA,NA,NA,NA,NA,NA,NA
31,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,21,19,NA,NA,NA,NA,NA,NA,NA,NA
41,38,14,13,NA,NA,NA,NA,NA,NA,NA,NA
35,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,19,17,14,NA,NA,NA,NA,NA,NA,NA
46,44,16,14,NA,NA,NA,NA,NA,NA,NA,NA
47,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,24,19,19,9,NA,NA,NA,NA,NA,NA
65,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,23,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,15,13,10,NA,NA,NA,NA,NA,NA,NA
61,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,47,21,17,NA,NA,NA,NA,NA,NA,NA,NA
45,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,29,3,2,NA,NA,NA,NA,NA,NA,NA,NA
63,58,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,13,13,NA,NA,NA,NA,NA,NA,NA,NA
77,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,33,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,39,16,12,NA,NA,NA,NA,NA,NA,NA,NA
51,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,18,14,NA,NA,NA,NA,NA,NA,NA,NA
46,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,14,11,NA,NA,NA,NA,NA,NA,NA,NA
33,33,5,3,NA,NA,NA,NA,NA,NA,NA,NA
54,51,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,37,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,27,4,1,NA,NA,NA,NA,NA,NA,NA,NA
53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,38,17,15,NA,NA,NA,NA,NA,NA,NA,NA
77,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,32,12,7,NA,NA,NA,NA,NA,NA,NA,NA
50,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,16,14,13,NA,NA,NA,NA,NA,NA,NA
57,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,43,10,8,5,NA,NA,NA,NA,NA,NA,NA
29,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,11,8,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,72,47,10,NA,NA,NA,NA,NA,NA,NA,NA
65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,51,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,48,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,12,12,10,NA,NA,NA,NA,NA,NA,NA
51,43,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,47,18,14,NA,NA,NA,NA,NA,NA,NA,NA
37,35,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,43,22,20,NA,NA,NA,NA,NA,NA,NA,NA
43,39,16,14,13,11,9,NA,NA,NA,NA,NA
44,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,38,12,10,NA,NA,NA,NA,NA,NA,NA,NA
50,49,23,20,NA,NA,NA,NA,NA,NA,NA,NA
44,43,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,32,7,0,NA,NA,NA,NA,NA,NA,NA,NA
51,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,44,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,43,20,17,NA,NA,NA,NA,NA,NA,NA,NA
57,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,14,11,NA,NA,NA,NA,NA,NA,NA,NA
62,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,7,4,NA,NA,NA,NA,NA,NA,NA,NA
45,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,18,14,13,NA,NA,NA,NA,NA,NA,NA,NA
37,30,6,4,2,NA,NA,NA,NA,NA,NA,NA
33,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,38,13,8,NA,NA,NA,NA,NA,NA,NA,NA
40,40,7,3,NA,NA,NA,NA,NA,NA,NA,NA
44,40,15,13,11,NA,NA,NA,NA,NA,NA,NA
44,39,13,8,NA,NA,NA,NA,NA,NA,NA,NA
62,39,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,34,2,1,NA,NA,NA,NA,NA,NA,NA,NA
40,37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,51,25,22,NA,NA,NA,NA,NA,NA,NA,NA
39,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,38,11,11,4,3,NA,NA,NA,NA,NA,NA
85,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,24,20,18,NA,NA,NA,NA,NA,NA,NA
49,47,16,12,NA,NA,NA,NA,NA,NA,NA,NA
34,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,18,14,NA,NA,NA,NA,NA,NA,NA,NA
51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,24,3,0,NA,NA,NA,NA,NA,NA,NA,NA
36,36,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,42,15,12,NA,NA,NA,NA,NA,NA,NA,NA
40,37,14,12,5,NA,NA,NA,NA,NA,NA,NA
46,43,16,15,NA,NA,NA,NA,NA,NA,NA,NA
39,33,10,8,3,0,NA,NA,NA,NA,NA,NA
53,51,25,23,20,NA,NA,NA,NA,NA,NA,NA
48,37,4,2,NA,NA,NA,NA,NA,NA,NA,NA
59,54,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,31,2,0,NA,NA,NA,NA,NA,NA,NA,NA
48,48,22,18,NA,NA,NA,NA,NA,NA,NA,NA
43,41,14,13,10,NA,NA,NA,NA,NA,NA,NA
35,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,38,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,41,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,61,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,61,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,38,15,10,10,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,49,19,17,8,NA,NA,NA,NA,NA,NA,NA
49,47,18,14,NA,NA,NA,NA,NA,NA,NA,NA
58,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,8,7,2,1,NA,NA,NA,NA,NA,NA
29,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,54,26,24,20,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,18,12,NA,NA,NA,NA,NA,NA,NA,NA
33,31,3,3,NA,NA,NA,NA,NA,NA,NA,NA
52,51,20,16,NA,NA,NA,NA,NA,NA,NA,NA
55,52,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,36,4,2,NA,NA,NA,NA,NA,NA,NA,NA
53,51,29,25,NA,NA,NA,NA,NA,NA,NA,NA
24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,45,41,22,NA,NA,NA,NA,NA,NA,NA,NA
31,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,43,17,12,NA,NA,NA,NA,NA,NA,NA,NA
56,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,52,23,22,19,NA,NA,NA,NA,NA,NA,NA
41,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,37,19,16,13,NA,NA,NA,NA,NA,NA,NA
31,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,19,17,NA,NA,NA,NA,NA,NA,NA,NA
36,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,47,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,38,14,8,0,NA,NA,NA,NA,NA,NA,NA
57,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,23,19,NA,NA,NA,NA,NA,NA,NA,NA
48,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,39,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,6,3,NA,NA,NA,NA,NA,NA,NA,NA
46,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,33,7,5,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,40,12,9,NA,NA,NA,NA,NA,NA,NA,NA
47,47,17,15,12,NA,NA,NA,NA,NA,NA,NA
47,47,15,11,NA,NA,NA,NA,NA,NA,NA,NA
56,52,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,17,12,NA,NA,NA,NA,NA,NA,NA,NA
47,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,35,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,21,19,NA,NA,NA,NA,NA,NA,NA,NA
57,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,37,35,2,NA,NA,NA,NA,NA,NA,NA,NA
47,47,20,15,NA,NA,NA,NA,NA,NA,NA,NA
33,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,39,18,11,NA,NA,NA,NA,NA,NA,NA,NA
52,52,25,23,NA,NA,NA,NA,NA,NA,NA,NA
49,43,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,54,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,44,21,18,16,NA,NA,NA,NA,NA,NA,NA
28,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,47,27,24,19,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,50,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,20,17,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,20,18,18,3,NA,NA,NA,NA,NA,NA,NA
38,36,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,47,20,18,NA,NA,NA,NA,NA,NA,NA,NA
65,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,17,16,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,34,12,8,5,NA,NA,NA,NA,NA,NA,NA
35,33,7,5,NA,NA,NA,NA,NA,NA,NA,NA
49,49,23,20,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,8,6,NA,NA,NA,NA,NA,NA,NA,NA
33,33,3,2,NA,NA,NA,NA,NA,NA,NA,NA
46,42,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,54,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,43,16,14,NA,NA,NA,NA,NA,NA,NA,NA
57,55,18,16,NA,NA,NA,NA,NA,NA,NA,NA
61,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
