"city_id","city_name","province","population","x_coord","y_coord","latitude","longitude"
11002,"ANTWERPEN",1,0.142542966866842,153104.586028369,212271.710070922,51.2165845003546,4.41354548865248
12014,"HEIST-OP-DEN-BERG",1,0.0127101348950256,175485.751727273,195142.910181818,51.0751658363636,4.72976478181818
12025,"MECHELEN",1,0.0241498371301106,157133.004734043,190719.186808511,51.0253457489362,4.47459442765958
13040,"TURNHOUT",1,0.013255058629464,189799.266666667,223877.525151515,51.3216509,4.9375577
21001,"ANDERLECHT",2,0.0282436294877664,145296.458441558,169229.965454545,50.8334893116883,4.29770716363636
21004,"BRUSSEL",2,0.0456521475116998,149789.478380952,172284.190857143,50.8607939085714,4.35941952952381
21009,"ELSENE",2,0.0276707203289819,150462.299791667,168070.637604167,50.8270563,4.372308
21015,"SCHAARBEEK",2,0.0359016032479989,151137.893529412,172542.43627451,50.86744,4.37727
21016,"UCCLE",2,0.0238388293010561,148591.9161,165069.0843,50.8023982,4.34067
24062,"LEUVEN",2,0.0302337627775903,173931.717086957,174757.824,50.8669814313043,4.71192837478261
31005,"BRUGGE",3,0.0382750840486777,69778.4460734463,212973.689025424,51.2176015169492,3.22007974830508
34022,"KORTRIJK",3,0.0239428505953239,71876.0933628319,167663.596504425,50.8290024584071,3.26440600884956
35013,"OOSTENDE",3,0.0211643731819375,48590.9179710145,212744.856666667,51.2080709275362,2.90244614492754
36015,"ROESELARE",3,0.0179170079040343,63211.7196621622,181886.279527027,50.9434012608108,3.13876456621622
41002,"AALST",4,0.0256430971310716,128207.177125984,181656.376141732,50.9428475417323,4.05788012834646
44021,"GENT",4,0.0745626749419038,104032.040414508,194183.700595855,51.050978484456,3.72126410777202
46003,"BEVEREN",4,0.0151300820606566,140583.431639344,213636.579180328,51.2322929,4.23745185901639
46021,"SINT-NIKLAAS",4,0.0224411421643716,133537.396408451,206051.679295775,51.1560110873239,4.13330128169014
52011,"CHARLEROI",5,0.0646051441434163,154684.327237927,123108.904358068,50.4186106936396,4.43134539469965
53053,"MONS",5,0.0297997246867877,120941.579281046,127125.918594771,50.4515346235294,3.95589956078431
55022,"LA LOUVIERE",5,0.0246736397895707,135354.98279661,129197.148644068,50.4742518559322,4.16031796779661
57081,"TOURNAI",5,0.0216686388470428,81256.2759302326,145265.59880814,50.6122585267442,3.40074476162791
62003,"ANS",6,0.00891731785580959,231026.7325,151615.9709375,50.6674326,5.51886628125
62051,"HERSTAL",6,0.0114291416975958,237873.144070513,152349.664551282,50.6718310653846,5.61451141538461
62063,"LIEGE",6,0.0602378338647924,236455.095586592,147832.350614525,50.6341910558659,5.59176213687151
62096,"SERAING",6,0.0191335818227805,231128.670857143,143329.447,50.5913876214286,5.51004247571429
63079,"VERVIERS",6,0.0166465752440936,256019.764492754,143015.497463768,50.5882246463768,5.86574846666667
71004,"BERINGEN",7,0.0135628982972717,209879.741065574,194726.440655738,51.0487344098361,5.21264829508197
71016,"GENK",7,0.0209605548083975,229238.533,185213.0928,50.97960258,5.50961926
71022,"HASSELT",7,0.0235214851495082,216500.242145594,180994.838716475,50.932459808046,5.30130681264368
81001,"ARLON",8,0.00832856789079137,253526.153478261,42082.8256521739,49.6789395463768,5.80693870289855
81004,"AUBANGE",8,0.0047453775207343,253876.580595238,29744.9523809524,49.5658739190476,5.79969015238095
83034,"MARCHE",8,0.00531406246452319,219206.3886,100345.5948,50.214637724,5.3404909
92094,"NAMUR",9,0.0344437210476264,185525.42039801,128026.575348259,50.4601530626866,4.86703632139303
92137,"SAMBREVILLE-AUVELAIS",9,0.00873673266474571,167838.130160256,125765.797788462,50.4431713096154,4.61831512692308
